B000016,Antidepressant,Line 3,2025-09-12,Team D,23.25,42.05,319,39.6,8.48,99.06,6.94,122.6,89.01,92.72,Pass,No,None,None,Sep-25,0,0,0,0,0,0,0
B000017,COX-2 Inhibitor,Line 3,2025-07-01,Team B,21.94,44.05,319,35.2,7.52,99.03,6.84,123,89.39,93.7,Pass,No,None,None,Jul-25,0,0,0,0,0,0,0
B000018,antidepressant,Line 1,2025-03-30,Team D,21.8,34.38,334,30.7,7.41,99.09,6.69,115.9,,93.56,Pass,No,None,None,Mar-25,0,0,0,0,0,1,1
B000019,AED,Line 1,2024-01-23,Team A,22.06,,318,42,6.23,98.92,6.93,126.6,87.33,95.57,Pass,No,None,None,Jan-24,0,1,0,0,0,0,1
B000020,COX-2 Inhibitor,Line 1,2025-03-02,Team D,22.86,43.02,345,44.1,6.73,99.54,6.71,120.7,83.16,95.97,Pass,No,None,None,Mar-25,0,0,0,0,0,0,0
B000021,COX-2 Inhibitor,Line 2,2024-04-04,Team B,22.11,55.76,349,42.4,6.4,99.1,6.77,114.9,85.13,94.83,Pass,No,None,None,Apr-24,0,0,0,0,0,0,0
B000022,GLP-1 Agonist,Line 3,2025-03-16,Team D,22.91,38.06,288,52.4,8.6,98.89,6.92,135.2,85.97,92.88,Pass,No,None,None,Mar-25,0,0,0,0,0,0,0
B000023,AED,Line 2,2025-05-27,Team D,22.12,45.62,288,44.7,7.87,99.16,6.92,126.3,84.72,95.74,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000024,AED,Line 2,2025-02-02,Team C,22.2,,332,53,7.76,98.74,7.05,137.1,85.03,90.97,Pass,No,None,None,Feb-25,0,1,0,0,0,0,1
B000025,COX-2 Inhibitor,Line 1,2024-08-13,Team D,23.82,43.97,352,32.2,5.92,99.24,6.52,97.1,87.35,96.56,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000026,Antidepressant,Line 1,2024-02-13,Team A,21.66,41.66,310,36.7,6.45,99.16,6.64,129.8,,93.2,Pass,No,None,None,Feb-24,0,0,0,0,0,1,1
B000027,GLP-1 Agonist,Line 1,2025-05-05,Team A,21.43,35.07,307,53.2,8.32,99.18,6.52,141.8,85.06,93.17,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000028,Antidepressant,Line 3,2025-05-25,Team C,21.06,49.64,343,42.7,7.77,98.85,6.88,118.3,89.32,93.76,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000029,Antidepressant,Line 2,2024-12-15,Team C,21.87,36.2,340,38.3,6.95,98.85,6.76,138.2,90.84,92.72,Pass,No,None,None,Dec-24,0,0,0,0,0,0,0
B000030,COX-2 Inhibitor,Line 2,2025-06-07,Team A,21.38,45.14,330,40,6.74,99.4,6.43,121,86.72,95.39,Pass,No,None,None,Jun-25,0,0,0,0,0,0,0
B000031,COX-2 Inhibitor,Line 3,2025-07-23,Team C,23.06,40.63,313,36.1,6.91,99.58,6.71,107,89.42,94.87,Pass,No,None,None,Jul-25,0,0,0,0,0,0,0
B000032,AED,Line 1,2025-01-09,Team A,22.11,43.05,291,40.4,7.29,98.68,6.9,140.9,84.69,93.55,Pass,No,None,None,Jan-25,0,0,0,0,0,0,0
B000033,GLP-1 Agonist,Line 1,2024-02-04,Team D,21.29,32.88,294,43.2,8.03,99.1,6.72,146.9,86.98,92.78,Pass,No,None,None,Feb-24,0,0,0,0,0,0,0
B000034,GLP-1 Agonist,Line 1,2025-09-28,Team A,21.42,46.72,326,48.8,8.17,98.72,7.02,130.4,87.96,95.42,Pass,No,None,None,Sep-25,0,0,0,0,0,0,0
B000035,GLP-1 Agonist,Line 3,2024-12-07,Team B,22.07,38.61,287,50.6,8.26,99.16,7.08,139.3,84.78,95.32,Pass,No,None,None,Dec-24,0,0,0,0,0,0,0
B000036,Antidepressant,Line 3,2025-05-06,Team D,21.15,35.92,309,50.8,7.63,99.25,6.59,129.5,88.7,94.32,Pass,Yes,Process,Minor,May-25,0,0,0,0,0,0,0
B000037,Antidepressant,Line 2,2025-10-27,Team C,22.15,48.26,309,39.4,6.86,99.92,6.9,107.4,90.01,94.57,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000038,GLP-1 Agonist,Line 1,2024-09-22,Team C,22.02,37.48,290,46.3,7.31,98.88,6.97,139.7,86.83,91.6,Pass,No,None,None,Sep-24,0,0,0,0,0,0,0
B000039,Antidepressant,Line 1,2025-03-30,Team C,20.66,43.67,320,49.9,6.84,99.54,6.73,138.1,86.03,94.28,Pass,No,None,None,Mar-25,0,0,0,0,0,0,0
B000040,COX-2 Inhibitor,Line 2,2024-01-15,Team D,23.01,47.21,317,43.4,7.09,99.54,6.9,128.9,86.55,95.03,Pass,No,None,None,Jan-24,0,0,0,0,0,0,0
B000041,GLP-1 Agonist,Line 2,2025-10-08,Team B,20.24,42.37,320,47.8,7.4,99.07,7.05,139.4,82.53,94.4,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000042,AED,Line 3,2024-02-13,TEAM D,21.71,,312,37.9,7.85,99.12,6.74,135.9,84.83,91.38,Pass,No,None,None,Feb-24,0,1,0,0,0,0,1
B000043,COX-2 Inhibitor,Line 3,2025-01-30,TEAM C,21.63,46.48,385,35,6.82,99.13,7.05,108.1,91.12,95.39,Pass,No,None,None,Jan-25,0,0,0,0,0,0,0
B000044,GLP-1 Agonist,Line 2,2024-09-14,Team D,22.57,39.5,279,42.2,8.05,98.91,7.08,151.5,90.07,94.29,Pass,No,None,None,Sep-24,0,0,0,0,0,0,0
B000045,AED,Line 3,2024-01-27,Team C,20.93,42.35,344,46.7,8.06,99.3,6.7,126.6,83.72,92.51,Pass,No,None,None,Jan-24,0,0,0,0,0,0,0
B000046,AED,Line 3,2024-12-03,Team A,20.56,43.45,340,43.7,8.07,98.73,6.88,125.5,86.78,94.51,Pass,No,None,None,Dec-24,0,0,0,0,0,0,0
B000047,GLP-1 Agonist,Line 2,2025-11-14,Team C,21.6,31.95,293,55.8,7.81,99,7.15,139.5,80.83,91.17,Pass,No,None,None,Nov-25,0,0,0,0,0,0,0
B000048,GLP-1 Agonist,Line 2,2024-05-01,Team D,21.19,40.96,293,39.4,7.72,,6.87,127.3,85.11,91.86,Pass,No,None,None,May-24,0,0,1,0,0,0,1
B000049,COX-2 Inhibitor,Line 3,2024-08-01,TEAM A,21.37,36.18,323,33.1,7.18,98.78,6.62,115.2,89.85,92.99,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000050,Antidepressant,Line 1,2024-05-18,Team D,22.39,40.57,304,43.3,6.19,99.35,6.93,123.9,86.62,94.36,Pass,No,None,None,May-24,0,0,0,0,0,0,0
B000051,Antidepressant,Line 3,2024-04-01,Team A,20.51,42.78,320,46.4,8.44,99.39,6.89,131.6,,93.28,Pass,No,None,None,Apr-24,0,0,0,0,0,1,1
B000052,Antidepressant,Line 1,2024-06-17,Team D,21.22,47.37,320,27.8,7.75,,6.98,107.7,94.34,92.92,Pass,No,None,None,Jun-24,0,0,1,0,0,0,1
B000053,AED,Line 2,2025-02-22,Team D,21.37,39.9,286,35.5,7.49,99.32,6.96,126,88.31,93.54,Pass,No,None,None,Feb-25,0,0,0,0,0,0,0
B000053,AED,Line 2,2025-02-22,Team D,21.37,39.9,286,35.5,7.49,99.32,6.96,126,88.31,93.54,Pass,No,None,None,Feb-25,0,0,0,0,0,0,0
B000054,COX-2 Inhibitor,Line 3,2025-07-24,Team A,23.1,50.26,381,37.1,7.36,98.57,6.83,109.9,86.14,96.19,Pass,No,None,None,Jul-25,0,0,0,0,0,0,0
B000055,COX-2 Inhibitor,Line 2,2025-05-19,Team C,23.47,47.73,335,44.5,7.15,99.07,6.69,130.3,87.82,93.3,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000056,AED,Line 2,2025-07-17,Team A,,41.85,316,54.4,7.45,98.93,6.95,144.2,84.83,92.95,Pass,No,None,None,Jul-25,1,0,0,0,0,0,1
B000057,GLP-1 Agonist,Line 2,2025-06-07,Team C,21.39,34.46,289,44.7,7.62,99.04,6.84,136.9,87.22,91.66,Pass,No,None,None,Jun-25,0,0,0,0,0,0,0
B000058,COX-2 Inhibitor,Line 1,2024-10-06,Team D,20.68,35.78,335,37.1,7.1,99.35,6.55,111.5,88.42,95.21,Pass,No,None,None,Oct-24,0,0,0,0,0,0,0
B000059,Antidepressant,Line 1,2025-10-20,Team A,22.29,43.36,314,36.4,6.27,99.05,7,123.9,89.7,94.04,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000060,Antidepressant,Line 1,2024-05-05,Team A,23.1,38.31,320,45.5,6.54,99.02,6.7,119.4,89.45,93.31,Pass,No,None,None,May-24,0,0,0,0,0,0,0
B000061,COX-2 Inhibitor,Line 2,2025-05-26,Team B,23.43,49,340,45.4,6.64,99.01,7.01,124.7,84.47,94.55,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000062,GLP-1 Agonist,Line 2,2024-03-22,Team B,21.85,36.6,314,54.9,8.4,99.35,6.95,142.7,82.93,92.12,Pass,No,None,None,Mar-24,0,0,0,0,0,0,0
B000063,COX-2 Inhibitor,Line 1,2025-07-13,Team A,21.61,38.5,344,36.8,6.08,99.1,6.63,140.9,91.06,95.47,Pass,No,None,None,Jul-25,0,0,0,0,0,0,0
B000064,COX-2 Inhibitor,Line 3,2024-03-04,Team B,22.11,44.17,353,34.9,6.72,99.76,6.51,107.2,87.75,95.82,Pass,No,None,None,Mar-24,0,0,0,0,0,0,0
B000065,COX-2 Inhibitor,Line 2,2024-06-07,Team B,23.95,39.57,340,38,6.54,98.99,6.92,95.2,88.51,94.75,Pass,No,None,None,Jun-24,0,0,0,0,0,0,0
B000066,COX-2 Inhibitor,Line 2,2024-10-13,Team A,21.44,43.04,344,45.6,6.31,99.25,6.71,118.8,86.3,94.84,Pass,No,None,None,Oct-24,0,0,0,0,0,0,0
B000067,COX-2 Inhibitor,Line 2,2025-05-22,Team B,21.64,47.93,336,34.8,5.15,99.26,6.52,101.5,88.38,96.33,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000068,GLP-1 Agonist,Line 1,2024-02-03,TEAM A,22.21,40.59,318,38,6.89,98.83,7.1,124.5,86.71,93.59,Pass,No,None,None,Feb-24,0,0,0,0,0,0,0
B000069,Antidepressant,Line 3,2024-07-07,Team D,21.68,42.6,326,41.5,7.48,99.45,6.8,115.4,84.72,94.16,Pass,No,None,None,Jul-24,0,0,0,0,0,0,0
B000070,GLP-1 Agonist,Line 2,2024-08-31,Team D,20.61,41.03,297,46.5,8.01,99.08,6.87,130,86.99,92.14,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000071,Antidepressant,Line 1,2025-06-18,Team B,23.15,33.53,317,31,6.89,99.14,6.78,107.7,92.32,92.22,Pass,No,None,None,Jun-25,0,0,0,0,0,0,0
B000072,GLP-1 Agonist,Line 3,2025-12-03,team d,21.85,41.96,298,49.8,8.55,99.25,6.69,150.3,84.69,91.12,Pass,No,None,None,Dec-25,0,0,0,0,0,0,0
B000073,AED,Line 3,2025-03-24,Team B,21.51,44.8,316,49.3,7.46,98.65,6.86,135,87.72,93.99,Pass,No,None,None,Mar-25,0,0,0,0,0,0,0
B000074,Antidepressant,Line 3,2025-01-05,Team D,21.14,46.46,319,53.7,7.3,98.86,6.83,145.3,84.21,93.22,Pass,No,None,None,Jan-25,0,0,0,0,0,0,0
B000075,Antidepressant,Line 3,2024-09-02,Team A,23.54,45.03,310,36.2,7.35,99.14,,123.7,87.24,93.55,Pass,No,None,None,Sep-24,0,0,0,1,0,0,1
B000076,GLP-1 Agonist,Line 3,2025-08-24,Team B,21.48,38.99,314,52.5,8.19,99.15,7.22,151.9,85.49,90.88,Pass,No,None,None,Aug-25,0,0,0,0,0,0,0
B000077,GLP-1 Agonist,Line 1,2024-03-19,Team C,22.55,45.16,315,53.3,8.49,98.93,7.02,139,85.98,92.41,Pass,No,None,None,Mar-24,0,0,0,0,0,0,0
B000078,COX-2 Inhibitor,Line 2,2024-04-04,Team A,23.17,41.54,372,40.9,6.91,99.12,6.75,135.6,87.94,96.3,Pass,No,None,None,Apr-24,0,0,0,0,0,0,0
B000079,COX-2 Inhibitor,Line 2,2024-05-27,Team D,22.11,44.24,329,32.5,7.11,99.08,7.06,119.6,91.19,94.94,Pass,No,None,None,May-24,0,0,0,0,0,0,0
B000080,AED,Line 1,2024-07-14,Team B,21.42,42.44,327,39.1,6.84,99.32,6.91,118.9,85.22,94.36,Pass,No,None,None,Jul-24,0,0,0,0,0,0,0
B000081,COX-2 Inhibitor,Line 1,2024-12-03,Team B,23.58,45.31,306,38.5,7.21,99.18,6.81,123.9,88.24,99.22,Pass,No,None,None,Dec-24,0,0,0,0,0,0,0
B000082,GLP-1 Agonist,Line 1,2025-11-22,Team B,22.6,38.12,315,47.5,8.9,98.7,6.79,137.9,88.21,94.1,Pass,No,None,None,Nov-25,0,0,0,0,0,0,0
B000083,AED,Line 2,2025-04-20,Team D,20.39,52.24,289,41.9,7.22,98.61,7.29,127.2,89.37,91.2,Pass,No,None,None,Apr-25,0,0,0,0,0,0,0
B000084,Antidepressant,Line 3,2024-10-07,Team A,22.41,52.09,302,50.6,7.93,99.33,6.87,134.3,87.69,91.65,Pass,No,None,None,Oct-24,0,0,0,0,0,0,0
B000085,Antidepressant,Line 3,2024-06-03,Team D,21.91,46.37,326,41.3,6.81,98.8,6.9,133.7,89.77,94.69,Pass,No,None,None,Jun-24,0,0,0,0,0,0,0
B000086,Antidepressant,Line 1,2025-04-18,Team D,21.23,49.71,309,31.6,7.13,99.08,6.94,98.7,89.06,93.15,Pass,No,None,None,Apr-25,0,0,0,0,0,0,0
B000087,COX-2 Inhibitor,Line 1,2024-07-04,Team D,22.7,35.3,326,36.8,7.18,99.66,6.61,114,85.47,95.09,Pass,No,None,None,Jul-24,0,0,0,0,0,0,0
B000088,GLP-1 Agonist,Line 2,2025-12-14,Team D,20.49,32.89,291,49.6,7.59,99.21,6.81,146.5,84.84,93.06,Pass,No,None,None,Dec-25,0,0,0,0,0,0,0
B000089,Antidepressant,Line 2,2024-12-15,Team D,21.65,40.39,333,43.9,7.39,98.9,6.8,129.8,88.76,93.5,Pass,No,None,None,Dec-24,0,0,0,0,0,0,0
B000090,GLP-1 Agonist,Line 3,2025-02-06,Team C,20.9,40.21,283,51.3,8.42,98.63,7.18,132.6,86.56,93.07,Pass,No,None,None,Feb-25,0,0,0,0,0,0,0
B000091,Antidepressant,Line 3,2025-10-22,Team B,21.63,41.01,319,50.7,7.87,99.61,7.06,112.2,84.67,94.51,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000092,COX-2 Inhibitor,Line 3,2024-08-11,Team B,22.45,34.79,333,33.4,7.23,98.97,6.57,132.5,87.1,96.13,Pass,Yes,Equipment,Minor,Aug-24,0,0,0,0,0,0,0
B000093,GLP-1 Agonist,Line 3,2024-12-10,TEAM D,20.74,45.76,315,47.2,8.41,98.68,7,138.1,83.64,95.08,Pass,No,None,None,Dec-24,0,0,0,0,0,0,0
B000094,GLP-1 Agonist,Line 3,2025-01-23,Team B,22.68,50.77,315,58,8.42,98.82,7.03,161,82.4,90.38,Pass,Yes,Environmental,Major,Jan-25,0,0,0,0,0,0,0
B000095,GLP-1 Agonist,Line 2,2024-07-17,Team C,21.87,46.4,267,37.2,7.88,98.76,7.39,138.8,83.47,91.54,Pass,No,None,None,Jul-24,0,0,0,0,0,0,0
B000096,COX-2 Inhibitor,Line 1,2024-02-09,Team A,23.85,48.43,359,37.7,7.2,99.22,6.81,110.7,87.89,95.09,Pass,No,None,None,Feb-24,0,0,0,0,0,0,0
B000097,GLP-1 Agonist,Line 1,2024-07-26,team b,21.38,41.13,289,54.8,7.73,98.52,7.12,120.2,84.89,93.28,Pass,Yes,Process,Major,Jul-24,0,0,0,0,0,0,0
B000098,Antidepressant,Line 2,2024-03-23,Team B,21.59,37.79,324,48.7,7.23,99.1,6.82,126.7,86.28,93.45,Pass,No,None,None,Mar-24,0,0,0,0,0,0,0
B000099,Antidepressant,Line 1,2025-05-08,Team B,,42.36,303,44.6,6.12,99.25,7.07,126.5,86.8,94.28,Pass,No,None,None,May-25,1,0,0,0,0,0,1
B000100,AED,Line 1,2024-01-06,Team C,21.37,54.53,322,48.8,7.75,99.02,7.06,136.7,84.81,95.48,Pass,No,None,None,Jan-24,0,0,0,0,0,0,0
B000101,AED,Line 3,2024-08-19,Team C,21.67,42.24,361,40.8,8.17,98.81,6.77,119.4,85.9,93.3,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000102,COX-2 Inhibitor,Line 1,2025-10-08,Team B,23.04,40.73,342,44.6,6.69,98.91,6.9,124.2,86.6,94.48,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000103,Antidepressant,Line 3,2025-02-19,Team A,21.07,47.54,312,36.9,7.24,99.06,6.99,125.4,89.87,94.02,Pass,No,None,None,Feb-25,0,0,0,0,0,0,0
B000104,Aed,Line 3,2025-05-05,Team C,22.33,49.87,311,39.2,7.33,98.47,7.07,137.2,87.44,93.68,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000105,COX-2 Inhibitor,Line 2,2025-05-03,Team A,22.94,38.76,314,39.1,6.43,,6.84,117.2,95.46,95.81,Pass,No,None,None,May-25,0,0,1,0,0,0,1
B000106,COX-2 Inhibitor,Line 3,2024-08-06,Team D,23.45,41.69,366,36.8,7.04,99.18,6.76,123.5,87.89,96.53,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000107,GLP-1 Agonist,Line 1,2025-04-07,Team D,22.17,37.49,306,49.1,7.41,98.77,7.12,141.4,86.76,92.12,Pass,No,None,None,Apr-25,0,0,0,0,0,0,0
B000108,Antidepressant,Line 2,2024-06-10,Team A,22.97,42.35,301,44.4,6.95,98.76,6.83,135.7,86.59,94.68,Pass,No,None,None,Jun-24,0,0,0,0,0,0,0
B000109,Antidepressant,Line 1,2025-04-09,Team B,21.92,47.52,302,51.8,6.84,98.84,6.99,124.5,85.5,93.14,Pass,No,None,None,Apr-25,0,0,0,0,0,0,0
B000110,AED,Line 3,2025-05-14,Team A,21.15,39.98,315,47.9,8.07,98.58,6.93,106.8,89.32,93.09,Pass,No,None,None,May-25,0,0,0,0,0,0,0
B000111,GLP-1 Agonist,Line 1,2025-10-02,Team B,23.08,45.45,317,43.6,7.78,98.96,7.01,132.8,88.99,93.89,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000112,Antidepressant,Line 1,2025-11-03,Team A,20.85,42.51,299,44.7,6.86,98.9,6.78,124.8,83.65,96,Pass,No,None,None,Nov-25,0,0,0,0,0,0,0
B000113,GLP-1 Agonist,Line 3,2024-01-18,Team D,20.43,51.63,320,44.9,8.06,98.87,7.1,127.8,83.7,92.03,Pass,No,None,None,Jan-24,0,0,0,0,0,0,0
B000114,COX-2 Inhibitor,Line 2,2024-08-06,Team A,22.92,44.59,338,43,6.65,99.27,6.77,109.1,87.5,96.27,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000115,Antidepressant,Line 2,2025-02-03,Team C,23.22,41.52,303,42.4,7.64,99.33,,121.3,86.5,93,Pass,No,None,None,Feb-25,0,0,0,1,0,0,1
B000116,AED,Line 2,2024-08-23,Team C,21.94,46.87,307,47.2,7.13,98.98,7.03,131.7,82.99,94.5,Pass,Yes,Material,Minor,Aug-24,0,0,0,0,0,0,0
B000117,COX-2 Inhibitor,Line 1,2025-03-28,Team A,23.25,41.31,371,28.2,6.61,99.49,6.74,112,91.02,92.71,Pass,No,None,None,Mar-25,0,0,0,0,0,0,0
B000118,COX-2 Inhibitor,Line 3,2025-09-16,Team D,21,34.02,315,26.1,6.15,,6.6,91.5,86.41,92.09,Pass,No,None,None,Sep-25,0,0,1,0,0,0,1
B000119,GLP-1 Agonist,Line1,2024-07-07,Team A,21.13,38.8,287,39.7,7.96,99.04,6.98,116.4,87.77,92.38,Pass,Yes,Material,Minor,Jul-24,0,0,0,0,0,0,0
B000120,COX-2 Inhibitor,Line 1,2025-10-15,Team D,21.09,41.72,357,46.6,7.47,99.32,6.63,134.2,89.06,93.5,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000121,COX-2 Inhibitor,Line 1,2025-10-06,Team C,23.09,35.04,344,30.7,6.94,99.12,6.56,111.2,92.24,90.88,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000122,COX-2 Inhibitor,Line 1,2025-10-30,Team C,21.34,42.63,326,41,7.52,98.93,6.51,120.1,88.14,95.64,Pass,No,None,None,Oct-25,0,0,0,0,0,0,0
B000123,Antidepressant,Line 1,2024-02-23,Team D,21.04,31.66,337,38.5,7.04,99.64,6.63,110.5,91.96,95.27,Pass,No,None,None,Feb-24,0,0,0,0,0,0,0
B000124,GLP-1 Agonist,Line 2,2024-08-02,Team B,21.89,38.26,318,46.7,8.43,99.11,6.83,138.2,86.67,93.12,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000125,Antidepressant,Line 1,2024-03-31,Team B,22.8,43.22,326,41.8,7.88,99.25,6.83,121.4,89.91,94.7,Pass,No,None,None,Mar-24,0,0,0,0,0,0,0
B000126,GLP-1 Agonist,Line 1,2024-03-28,Team A,21.38,40.48,289,57,7.5,98.77,,138.8,82.75,91.74,Pass,No,None,None,Mar-24,0,0,0,1,0,0,1
B000127,GLP-1 Agonist,Line 2,2024-02-08,Team D,21.93,37.94,292,51.2,7.58,99.4,6.69,128.3,88.47,90.99,Pass,No,None,None,Feb-24,0,0,0,0,0,0,0
B000128,Antidepressant,Line 1,2024-11-17,Team B,,41.57,325,44.1,6.25,99.03,7.06,118.7,87.61,92.54,Pass,No,None,None,Nov-24,1,0,0,0,0,0,1
B000129,Antidepressant,Line 3,2024-03-04,Team D,,38.08,296,50.6,8.24,98.9,6.71,151.2,89.32,93.84,Pass,No,None,None,Mar-24,1,0,0,0,0,0,1
B000130,COX-2 Inhibitor,Line 3,2024-08-04,Team B,21.68,43.05,364,36,6.05,99,6.89,115.9,91.74,95.84,Pass,No,None,None,Aug-24,0,0,0,0,0,0,0
B000131,Antidepressant,Line 2,2025-12-18,Team D,22.42,42.29,351,46.9,6.19,99.51,6.74,136.7,87.39,94.55,Pass,No,None,None,Dec-25,0,0,0,0,0,0,0
B000132,AED,Line 3,2025-10-08,Team D,22.26,39.5,311,50.5,7.24,98.68,7.07,134.5,,93.42,Pass,No,None,None,Oct-25,0,0,0,0,0,1,1
B000133,COX2 Inhibitor,Line 1,2025-11-16,Team B,23.17,44.34,346,41.9,5.78,98.93,6.6,117.9,87.9,95.71,Pass,No,None,None,Nov-25,0,0,0,0,0,0,0
B000134,GLP-1 Agonist,Line 1,2024-01-27,Team B,21.73,41.31,321,47.1,7.92,99.73,7.01,131.7,84.35,94.49,Pass,No,None,None,Jan-24,0,0,0,0,0,0,0
B000135,COX-2 Inhibitor,Line 3,2025-04-28,Team D,21.62,42.17,375,36.1,6.29,99.43,6.57,131.2,90.05,93.72,Pass,No,None,None,Apr-25,0,0,0,0,0,0,0
B000136,Antidepressant,Line 3,2025-04-08,Team A,22.52,54.11,348,38.7,6.31,98.66,7.29,128.5,89.19,94.12,Pass,No,None,None,Apr-25,0,0,0,0,0,0,0
B000137,AED,Line 3,2024-04-07,team a,21.8,43.3,284,42.1,7.52,98.65,6.89,123.2,83.37,93.09,Pass,No,None,None,Apr-24,0,0,0,0,0,0,0
B000138,GLP-1 Agonist,Line 1,2025-10-24,Team B,21.14,38.6,294,42,7.6,98.5,7.05,130.2,86.91,92.4,Pass,Yes,Process,Minor,Oct-25,0,0,0,0,0,0,0
B000139,AED,Line 3,2024-10-22,team c,21.58,41.89,324,48.5,6.74,99,6.95,144.5,87.68,94.62,Pass,No,None,None,Oct-24,0,0,0,0,0,0,0
B000140,Antidepressant,Line 2,2025-12-14,Team A,21.48,37.15,311,39.7,6.53,99.37,6.72,99.1,91.33,96.13,Pass,No,None,None,Dec-25,0,0,0,0,0,0,0
B000141,GLP-1 Agonist,Line 1,2024-03-24,Team B,22.17,43.43,332,50.4,7.84,99.3,7.08,142.5,87.17,90.69,Pass,No,None,None,Mar-24,0,0,0,0,0,0,0
B000142,GLP1 Agonist,Line 1,2025-04-20,Team D,20.44,36.57,329,50.7,7.7,98.49,7.08,144.7,82.18,93.03,Pass,No,None,None,Apr-25,0,0,0,0,0,0,0
B000143,AED,Line 3,2024-04-05,Team A,21.05,41.16,300,40.7,7.32,98.63,6.97,122.6,84.86,92.83,Pass,No,None,None,Apr-24,0,0,0,0,0,0,0
B000144,COX-2 Inhibitor,Line 1,2025-11-25,Team A,22.25,40.31,337,31,7,99.19,6.69,114.5,89.5,95.58,Pass,No,None,None,Nov-25,0,0,0,0,0,0,0
